DraftPublicId,SpotlightDescription,SpotifyUrl
d_qkcbcxOOLSjiBpI,Chris Feil and Joe Reid ranked the best drag-centric films with Bad Education at #1. Connie and Carla and To Wong Foo were each vetoed; three films entered the Marquee of Fame.,https://open.spotify.com/episode/6Vmd3cishzatyKhpV5oQGQ
d_pRjDwzFH0CPxiyI,"Frank Dietz and Frank H. Woodward ranked the best 1950s science fiction films with The Beast From 20,000 Fathoms at #1. Forbidden Planet was vetoed by Dietz; Godzilla entered the Marquee of Fame.",https://open.spotify.com/episode/3Q5phCRxTw0s75kFTYM1XB
d_tyElnrob3pP5dSp,"Angelique Jackson, Adam B. Vary, Griffin Newman, and Dane McDonald ranked all 22 Pixar films with Cars 2 taking the last spot and Ratatouille at #1. Five vetoes were exercised including Cars 3 and Up; Toy Story 3 entered the Marquee of Fame.",https://open.spotify.com/episode/44YZau0R2zCMAXBMCXVdY7
d_W5nNg1VjSHnPyYD,Halle Kiefer and Alison Leiby ranked the best films featuring on-screen friendships with Fools Rush In at #1. Scream earned Marquee of Fame induction as the 96th inductee.,https://open.spotify.com/episode/4FWwp0q9vG2PVlgP5HgKYY
d_PWkR875DJIfd7MW,Drew McWeeny and Alan Sepinwall ranked the best films adapted from TV shows with Miami Vice at #1. Star Trek Beyond earned Marquee of Fame status as the 97th inductee.,https://open.spotify.com/episode/3SHxWqplkJQnBsSQy7K0iZ
d_oV2QUTGrmStgZe8,"Billy Ray Brewton, Drea Clark, and Darren Franich completed the three-part Western series with True History of the Kelly Gang at #1. Slow West was almost vetoed out by Franich before a Commissioner Override by Brewton saved it, and both Slow West and The Hateful Eight entered the Marquee of Fame.",https://open.spotify.com/episode/25L0bUn5xCBZzkm3pkIuPn
d_71p5zbDpCrXKmNc,Bryan Cogman and Pat Driscoll ranked every major A Christmas Carol adaptation with An American Christmas Carol at #1. This was the 100th film inducted into the Marquee of Fame — Scrooge (1951) — a milestone celebrated on the episode.,https://open.spotify.com/episode/29oiqa3p8aU19hUDzVp91t
d_3XjdLMgig2YtxzE,"Clay Keller, Ryan Marker, and Thomas Grabinski drafted all 16 Assayas features in a Christmas Day Super Draft with Wasp Network at #1. Five vetoes and a Commissioner Override shaped a deep-cut auteur exercise; Clouds of Sils Maria and Summer Hours entered the Marquee of Fame.",https://open.spotify.com/episode/7ywpa0ec3VUAgefjLDJ5Jm
d_xvhTkb7nWeaShah,"Bryan Cogman, Graham Skipper, and Joanna Robinson returned for 11 more Shakespeare adaptations (1988-2020) with Much Ado About Nothing at #1. Twelfth Night, Romeo + Juliet, and Titus were all vetoed; the mini-mega format and new era of Shakespeare cinema distinguished it from Part I.",https://open.spotify.com/episode/1W5QONFU3nqwAwgMDvCr7B
d_rjmELoqO9gFBitq,Morgan Peter Brown and BenDavid Grabinski ranked the Tony Scott filmography with Crimson Tide at #1. True Romance was vetoed by Grabinski and Man on Fire was self-vetoed by Brown before making the list.,https://open.spotify.com/episode/5ckYNX98J5qMGz7HbgRbUe
d_LUIzpIhD3yvavG4,David Chen and Dan Trachtenberg ranked John Woo's best films with Hard Boiled at #1. Hard Target was vetoed by Chen; the episode featured discussion of Woo's Hong Kong output vs. his Hollywood period.,https://open.spotify.com/episode/3xqMKuEBxac6rBNIvq6vI0
d_8ie3uKo4MSRBYTX,Rebekah McKendry and David Ian McKendry ranked the best aquatic horror films with Deep Rising at #1. Shark attack films were explicitly excluded from consideration; Triangle was vetoed.,https://open.spotify.com/episode/2SQb5WeQoygwEWZFi6zThw
d_yZSunX7hDBACzpy,"Kay Hanley, Dave Holmes, and Matt Mercer ranked the best films about fictional musicians with Almost Famous at #1. Sing Street and Green Room were vetoed; six films entered the Marquee of Fame.",https://open.spotify.com/episode/23QuQIhmbcMMtoVRPXUpTh
d_7rQOToupUTFE6Up,Patrick Bromley and Elric Kane ranked the best Cannon Films productions with Cobra at #1. Cyborg and Lifeforce were both vetoed in a draft that celebrated Cannon's wild output from Death Wish 3 to Runaway Train.,https://open.spotify.com/episode/0Yt5yHkp2jITyBRXEXiwxU
d_LyVrvFfEynoahhe,"In a Valentine's Day special, married couples Chelsea Stardust & Sean Keller vs. Andrew Merrill & Beth Crudele drafted horror films about relationships with Rosemary's Baby at #1. The first team-format draft; Christine and The Shining entered the Marquee of Fame.",https://open.spotify.com/episode/5KGg2N1ldCnM4Cpj2ZimiG
d_bOmV3JtktmZxpd0,Wynter Mitchell and Guy Branum ranked the best Hugh Grant films with Four Weddings and a Funeral at #1. No vetoes occurred — a clean sweep from About a Boy to Paddington 2.,https://open.spotify.com/episode/3vkZwik5SMV73f80cI101y
d_C0MdWuac3bsGzuh,Ricky Carmona and Dave Schilling ranked the best Eddie Murphy films with Coming to America at #1. Eddie Murphy: Delirious was removed via Commissioner Override under the Mooch Rule; Coming to America was initially vetoed before landing at #1.,https://open.spotify.com/episode/5SmQkawrt9EOQ1Dax5Ndc7
d_By8nzUpCfeNzWyZ,"Drew McWeeny and Bryan Cogman ranked Disney live-action adventure films from 1950-1980 with Swiss Family Robinson at #1. Kidnapped and 20,000 Leagues Under the Sea were both vetoed; six films entered the Marquee of Fame.",https://open.spotify.com/episode/0x6ZmfeCDydIfnmkZncp9C
d_Ttn4REtwDEGZUKg,Graham Skipper and Miguel Rodriguez ranked the best Godzilla and King Kong films with Godzilla: Final Wars at #1. Both commissioners achieved strong prediction accuracy in this monster-movie showdown.,https://open.spotify.com/episode/7LttQqum9tKued5S8U5huw
d_q32npHGvfoW44Ks,Patrick Cotnoir and Connor Ratliff ranked Lucas's directorial and expanded filmography with THX 1138 at #1. Star Wars Detours was removed via Commissioner Override; the episode featured a nuanced defense of the prequel trilogy.,https://open.spotify.com/episode/1SHtQwa40BnHd9w6Mm4Xx0
d_3Ty31csBDZ47rMR,Phil Iscove and Kenny Neibart ranked the best Bruckheimer-produced films with Black Hawk Down at #1. Con Air was vetoed by Iscove in one of the episode's memorable disputes.,https://open.spotify.com/episode/2oCrIXqNTr9AZrRly1JkIi
d_zWWkuoypmb3CHQU,"Clay Keller, Darren Franich, and Drea Clark ranked 11 Minnesota-set films with Beautiful Girls at #1. God's Country was removed via Commissioner Override; Drop Dead Gorgeous and Jennifer's Body landed on the list in a state-specific deep dive.",https://open.spotify.com/episode/4KNT8W44xGEyB7seMnrcBl
d_L56UxNda1Iip0ky,Bryan Cogman and Milla Bell-Hart ranked the best private eye films with Harper at #1. Night Moves was vetoed by Bell-Hart; The Maltese Falcon was self-vetoed by Cogman before landing in the top seven.,https://open.spotify.com/episode/6Ifm3a3s4x2LxNegG8suCl
d_Qxw243vn8PxZkhd,Ryan Marker and Lucé Tomlin-Brenner drafted all of Reichardt's features with Old Joy at #1. Meek's Cutoff and First Cow were each vetoed; Ryan participated as drafter so no commissioner predictions were made.,https://open.spotify.com/episode/4neUdO3DNLpakr5NM6L4CD
d_fXPPHEe0pATlwPG,Rachel Walker and Anam Syed ranked the best female friendship films with The Spy Who Dumped Me at #1. Both Beaches and Romy and Michele's High School Reunion were vetoed before eventually appearing elsewhere on the list.,https://open.spotify.com/episode/65jA1wVaU62KR7D5WrS5t3
d_7LAyFb8jWC3kioJ,"Ryan Marker, Angelique Jackson, Billy Ray Brewton, and Drea Clark ranked 20 films of 2020 with Miss Juneteenth at #1. Promising Young Woman was vetoed twice — by both Brewton and Clark — in one of the most striking repeat vetoes in Mega Draft history.",https://open.spotify.com/episode/2StW096Xlq4YnNzs3A1tI9
d_oze5AveVcPLsmXd,"Jordan Crucchiola and Sam Wineman ranked the best slasher films of the 2000s with Sorority Row at #1. Crucchiola dominated with four of the seven selections, and no vetoes were needed in this deep dive into Y2K-era slashers.",https://open.spotify.com/episode/7uAOS5XjRQGuYNxE7UWvmF
d_aKDTPwl4BBgLJSN,"Chris Feil and Joe Reid ranked the best films in which an actress won the Best Actress Oscar in the 21st century, with Monster (2003) at #1. Both commissioners achieved strong prediction accuracy.",https://open.spotify.com/episode/6KGRZjlfWfx3C3iGkOBZaB
d_cBAwYKoY4JEH7YY,"Mark Harris and Adam B. Vary ranked the best films about the television industry with Broadcast News at #1. No vetoes or overrides occurred in this clean, press-friendly draft.",https://open.spotify.com/episode/01rN2b01HlArhpAW0R5MQT?si=Re9XTopGRVmCqWDayaJBQw
d_L6AVX1Paw9P2zQw,"Bryan Cogman, Joanna Robinson, Graham Skipper, and Maureen Lee Lenker completed the Shakespeare trilogy with Shakespeare in Love at #1. West Side Story was vetoed twice before Robinson secured it; Throne of Blood's veto was overridden by Cogman.",https://open.spotify.com/episode/7v8rnU8vVgALBcyd3bd3Vs
d_0yNgUy6DO43ObGa,Robert Butler III and Andres Cabrera ranked the best directorial debuts of the 2010s with Get Out at #1. Deadpool was vetoed; this episode also introduced what became known as the Cassavetes Rule.,https://open.spotify.com/episode/3f6Z2qgh1Y9uxRpd0Xsm5e
d_HkBPpSf9Fv6mbRG,"Kate Hagen and Jen Johans ranked the best James Spader performances with Crash (1996) at #1. The episode began Predictions Game Season 4; Secretary and Sex, Lies, and Videotape rounded out a list heavy on Spader's more transgressive work.",https://open.spotify.com/episode/6I2Sq5GkoEOM93xvldLBzN
d_W8078gcgFFdcQ6S,"Darren Franich, Ryan Marker, and Clay Keller ranked 13 X-Men franchise films with Logan at #1. Logan's veto was overridden by Ryan Marker; X-Men: Apocalypse earned a controversial high placement.",https://open.spotify.com/episode/5pmYrE9EUFKr2M0WjoT8Td
d_c18IbDWdu21meUB,Kristy Puchko and Angie Han ranked the best films about internet culture with Unfriended at #1. Unfriended was initially self-vetoed by Han before landing at #1; this episode also clarified the Mooch Rule to allow major post-COVID streaming titles.,https://open.spotify.com/episode/1TbP4NnDIQIZo5SmEFro3I
d_DaL3hmQ40LELA3A,Drew McWeeny and Alan Sepinwall ranked the best TV-based film continuations with The Muppet Movie at #1. The Muppet Movie was vetoed by McWeeny before Sepinwall took it; the episode served as a companion to their TV Adaptations draft.,https://open.spotify.com/episode/1vNr4ts4LwKZC0SufUi0uF
d_3lhIv2x7dLr0N8z,Graham Skipper and Rebekah McKendry ranked all Hellraiser films in a live episode with Hellraiser at #1. Hellraiser: Bloodline was vetoed by Skipper; Clay did not make commissioner predictions due to the live format.,https://open.spotify.com/episode/4zQ0x25PFnm2oG5Hgswwll
d_2EyCcezf1nZ1ufc,Maureen Lee Lenker and Oriana Nudo ranked the best Natalie Wood films with West Side Story at #1. West Side Story was vetoed twice — twice by Lenker and once by Nudo — before finally landing at #1.,https://open.spotify.com/episode/6MuhYA8phw6wmXyhM4rdwb
d_YnMpBXo2N6211SK,"Dave Gonzales and Neil Miller ranked the best ""legacy sequel"" films that reunite decades-later casts with Mad Max: Fury Road at #1. Dawn of the Dead was vetoed; Blade Runner 2049 and Incredibles 2 rounded out the top picks.",https://open.spotify.com/episode/6AkEYstX2mkI6EEvNUh2UE
d_wg4w8vWdeb1Eh87,Kevin Costello and Thomas Grabinski ranked the best video game adaptations with Resident Evil: Extinction at #1. Final Fantasy: The Spirits Within and Detective Pikachu were vetoed; Street Fighter earned a surprise high placement.,https://open.spotify.com/episode/2uxD4RKr3UYKrsFTbTM6nC
d_nRGAiHME4cJ1j8R,"Drea Clark and Bryan Cogman ranked the best films of 2007 with There Will Be Blood at #1. Zodiac was initially vetoed by Cogman before landing at #4; No Country for Old Men and 4 Months, 3 Weeks and 2 Days also made the list.",https://open.spotify.com/episode/4L9us1yh3rEy6WEWQ2cR2b
d_Uua3IBgT64RVRkF,Dylan Guerra and Clarke Wolfe ranked Craven's filmography live with Scream at #1. Scream 3 was vetoed; the live format meant no commissioner predictions were made.,https://open.spotify.com/episode/07ju4BLOeuZy2uDNUvnGNz
d_bnHKMz5XiXzRpEz,Ryan Marker and Marya Gates ranked the best Bob Dylan documentary films with Rolling Thunder Revue at #1. Hearts of Fire and Rolling Thunder Revue were both vetoed; the episode focused on Dylan's film appearances and concert documents.,https://open.spotify.com/episode/4KVBY3SXOi1i2tuznRUg3m
d_3RTy7VEoqZPMIRx,Billy Ray Brewton and Harmony Colangelo ranked all Tremors franchise films with Tremors at #1. Multiple Tremors 5 and Shrieker Island selections were vetoed in this affectionate franchise deep-dive.,https://open.spotify.com/episode/4vyjCIeqZ9bXXZ30Uq7g0F
d_TMItv1i77nNK0Gw,"Wynter Mitchell, Jordan Crucchiola, Marc Bernardin, and Drew McWeeny ranked 20 films featuring Bruce Willis, Arnold Schwarzenegger, and Sylvester Stallone with Nighthawks at #1. Last Action Hero, True Lies, and Predator were all vetoed; Batman & Robin and Death Becomes Her earned unexpected inclusions.",https://open.spotify.com/episode/4GsRdN4jT8aGdUjV3oXLdj
d_Xw8k7QgunJCLsgY,Maureen Lee Lenker and Joanna Robinson ranked the best Jane Austen adaptations with Sense and Sensibility at #1. Emma. and Persuasion were vetoed; Clueless and Love & Friendship both made the list.,https://open.spotify.com/episode/6cW0TeecC2s468VpGIhsGw
d_yiXXecZBayLcjwO,Alexei Toliopoulos and Blake Howard ranked the best Australian films of the 21st century with Goldstone at #1. The episode featured a rich survey of recent Aussie cinema from Animal Kingdom to Samson and Delilah.,https://open.spotify.com/episode/0HistnmJfwT7fry3qXNssv
d_oa2ka3qmY6iPP84,Andrew Roebuck and Steven Ray Morris ranked the best dinosaur films with Jurassic Park at #1. The Tree of Life was vetoed for its brief dinosaur cameo; Super Mario Bros. earned a spirited defense for its dinosaur-adjacent world.,https://open.spotify.com/episode/1d6yyE1yb7byoQMscX07t0
d_aX8vdvkjOO0L8zi,Jim Branscome and Breanna Whipple ranked the best Canadian exploitation films with FUBAR at #1. The episode dove deep into CanCon cult cinema from Fast Company to Hobo with a Shotgun.,https://open.spotify.com/episode/1GhB3j7rvbAwMTxIhzsLDJ
d_hl6kaAjcvf9FAv6,Rebekah McKendry and Elric Kane ranked the best body horror films with Tetsuo: The Iron Man at #1. Body Parts was vetoed twice by McKendry; the list ranged from The Fly to Society.,https://open.spotify.com/episode/0K4ZmCNA0BBBSPQzlu3Paa
d_nShVT1PHJQV78cc,"Amanda Smith, Billy Ray Brewton, and Kenny Neibart ranked 11 baseball films with Everybody Wants Some!! at #1. The Sandlot and Bull Durham were vetoed; A League of Their Own earned a surprise veto before being rescued.",https://open.spotify.com/episode/4DGNBaS4VbsR2b048uCgFg
d_JM4gsjNJ5IjkNES,Kyle Anderson and Billy Ray Brewton ranked the best Dimension Films releases with Halloween H20 at #1. Grindhouse was vetoed; the list celebrated Dimension's genre output from Scream to The Mist.,https://open.spotify.com/episode/5vaHhNSAe21J55cbFEObg1
d_Nf3RyqSzVQ2RGrg,Graham Skipper and Halle Kiefer ranked the best mad-scientist films with Event Horizon at #1. Young Frankenstein appeared midlist; The Cabinet of Dr. Caligari earned its place as the genre's ur-text.,https://open.spotify.com/episode/6OafePO8eip7zGfsGnwjEI
d_8sky5LJ8F1jaBAo,"Clarke Wolfe, Darren Franich, and Clark Collis ranked 13 zombie films with Night of the Comet at #1. Night of the Living Dead was self-vetoed before a Franich override saved it; ParaNorman and I Walked with a Zombie were unexpected highlights.",https://open.spotify.com/episode/5PemLDkbH7qPOEkYi15ohV
d_B3lWbx8wLcWx86l,"Dave Schilling, Phil Nobile Jr./Drew McWeeny, Piya Sinha-Roy, and Bryan Cogman ranked all 25 Bond films across two parts. Casino Royale topped Part II; the format allowed the bottom 13 to be ranked in Part I with the top 13 in Part II, featuring Drew McWeeny replacing Phil Nobile Jr.",https://open.spotify.com/episode/6Zn89grdMe4z7IsBYDInhu
d_mE3IBGvDQ8bgbkL,"Andrew Furtado and Scott Reynolds ranked the best serial killer films with No Way to Treat a Lady at #1. Man Bites Dog was self-vetoed; I Saw the Devil was vetoed, creating a list centered on procedural and psychological depth.",https://open.spotify.com/episode/5QGxhtlPkF1TdkuR9PHU6X
d_Raox0Wr4PheQS8S,Chris Feil and Joe Reid ranked the best Oscar-winning queer films with The Times of Harvey Milk at #1. The Crying Game and All About My Mother were vetoed in this live episode with no commissioner predictions.,https://open.spotify.com/episode/6QzIMfGTmhcWyIfZJuQNOo
d_ZL0w78l2oArzApd,"Adam B. Vary and Alicia Lutes ranked films historically released over Thanksgiving weekend with Creed II at #1. Toy Story 2, Frozen, and Knives Out all made the list alongside holiday perennial Mrs. Doubtfire.",https://open.spotify.com/episode/61HwaBoQg1QP1Bhkf11uWR
d_jQ6Q1Gs0DQ1hCdM,Sarah Sterling and Ash Crossan ranked the best DCOMs with Cadet Kelly at #1. Smart House was vetoed by Sterling; the episode was a love letter to '90s and early 2000s Disney Channel nostalgia.,https://open.spotify.com/episode/5rLtrksfORjiWFMFxJehSG
d_u0T6lhYXjZc385R,Kenny Neibart and Phil Iscove ranked the best films that won the Razzie for Worst Picture with Mommie Dearest at #1. Howard the Duck was vetoed initially before landing on the list; Color of Night was vetoed.,https://open.spotify.com/episode/14aAB8EVyWm4JddjaDLiVN
d_rHdUSGrBtag6xW1,"Libby Hill and Emily St. James ranked the best films set at or around Christmas but not explicitly Christmas movies, with Rocky IV at #1. It's a Wonderful Life was vetoed by Hill; the list included Carol, Eyes Wide Shut, and In Bruges.",https://open.spotify.com/episode/3ReAmTyjkoWAEhaNTGy4Eb
d_rqsUOkd1WUjl9q5,Chris Scleicher and Guy Branum ranked the best films about the British royal family with Elizabeth at #1. Anne of the Thousand Days and The Queen were both vetoed; the episode aired in the wake of The Crown's popularity.,https://open.spotify.com/episode/0HhYxXwuTilJELFqIbstRt
d_yw2LKofCV7omXTx,Clay Keller and Ryan Marker — with Billy Ray Brewton as commissioner — ranked the best Rebecca Hall performances on Christmas Eve with The Gift at #1. Professor Marston was vetoed by Clay; this was part of the show's Kristmas Eve tradition.,https://open.spotify.com/episode/5hUIlsuXMcRejTSBA717YN
d_MxM7uJK1UbwXdOs,Oriana Nudo and Ryan Marker ranked the Wilder filmography with Love in the Afternoon at #1. Some Like It Hot was controversially vetoed by Ryan — one of the show's most debated vetoes of 2022.,https://open.spotify.com/episode/4UOyRqmOKHhjBqfJL2pEx4
d_UdemnhLZLfHdUKD,"Harmony Colangelo and B.J. Colangelo ranked the best adult animated films with Coonskin at #1. Princess Mononoke, Persepolis, and Perfect Blue all made the list; the episode was a showcase for animated films that push against family expectations.",https://open.spotify.com/episode/5f9WLp1uOUDmQ6uLMgXuDl
d_nQOJNOLr4YK0nXk,"Billy Ray Brewton, Clarke Wolfe, and Graham Skipper ranked 11 alien invasion films live at Fantastic Fest 2021 with Evolution at #1. Mac and Me was removed via Commissioner Override; Cloverfield's veto was overridden by Brewton.",https://open.spotify.com/episode/3laqlBOczYDI5XD3eWiSID
d_k4aEAm1KmqljQbl,Jarrod Murray and Evan Dickson ranked the best films about screenwriters with The TV Set at #1. Barton Fink was self-vetoed before returning to the list; the episode was co-commissioned by Phil Iscove.,https://open.spotify.com/episode/5xLyz82NDW0CFalRJkOndB
d_g3f8NiYah9DE5wv,Alan Sepinwall and Linda Holmes ranked the best NASA-related films with Hidden Figures at #1. The Right Stuff was vetoed by Holmes; the list ranged from SpaceCamp to Gravity.,https://open.spotify.com/episode/0b0gnK9ND7pg3EDchM8obk
d_iHDkN8EdGRquIzz,Wynter Mitchell and Guy Branum ranked the best Whoopi Goldberg films with Made in America at #1. Sister Act was vetoed by Branum; Boys on the Side and The Long Walk Home were discarded.,https://open.spotify.com/episode/2TE8znLQ3ZmmOIrQQ01IEr
d_0J8bPk7MxXDF2pH,Carla Renata and Angelique Jackson ranked the best Black love stories on film with A Warm December at #1. Jumping the Broom and Waiting to Exhale were both vetoed; the list ranged from If Beale Street Could Talk to How Stella Got Her Groove Back.,https://open.spotify.com/episode/37XSlJIZjwI5DDNamUI6WI
d_vEvRCEnrJwdAYxT,Chancellor Agard and Derek Lawrence ranked the best Will Smith films with Independence Day at #1. Bad Boys II and Six Degrees of Separation were both vetoed; Ali earned a high placement despite limited box office awareness.,https://open.spotify.com/episode/7ipilFrbxiqlxTQB48RB9n
d_vTpqXjtpR1Qj3Up,Larry Zerner and Marc Calderaro ranked the best courtroom dramas with Primal Fear at #1. My Cousin Vinny was vetoed before returning; the list included classics from Anatomy of a Murder to The Devil's Advocate.,https://open.spotify.com/episode/3nzCe0vKCGwtDCAlyy3vdA
d_lrKV3p1hwmsoWjZ,"Marc Bernardin, Clarke Wolfe, Devan Coggan, and Ryan Marker ranked every Batman and Superman film with Zack Snyder's Justice League at #1. Multiple veto overrides occurred including one saving Batman Returns; Ryan participated as a drafter making this one of the format's most chaotic.",https://open.spotify.com/episode/6PAK8E8iOYZAMYuMlKxg0B
d_gNXdQEYlUapM0NR,David Ian McKendry and Rebekah McKendry ranked the best crocodilian horror films with Dark Age at #1. Croc was vetoed; the episode featured the McKendrys' encyclopedic knowledge of the subgenre.,https://open.spotify.com/episode/2EmZMLGf5BeZIPabMyQz7y
d_xIjO3mZb64MKP7k,Alexei Toliopoulos and Cameron James ranked the best Happy Madison films with Joe Dirt at #1. Sandy Wexler was vetoed; the episode leaned into the show's contrarian spirit by championing underrated Sandler output.,https://open.spotify.com/episode/1HoJWtWWvDoMkDBr6s6LuP
d_K6XVPXoDQ4Ubcot,"Oriana Nudo, Billy Ray Brewton, Clay Keller, and Drea Clark ranked 20 films of 2021 with Shiva Baby at #1. Last Night in Soho, Malignant, and C'mon C'mon were all vetoed; The Worst Person in the World was vetoed at #16 and then rescued by a commissioner override.",https://open.spotify.com/episode/0m2qzodgxcJDPIGAGPIHLt
d_mi04tpu8aOosYzR,"Anna Bogutskaya and Jordan Crucchiola ranked the best female-led action films of the 21st century with Chocolate at #1. The list featured Atomic Blonde, Kill Bill: Vol. 1, and Birds of Prey — a vibrant survey of women leading action cinema.",https://open.spotify.com/episode/6BzmNy809t4bmoAR4HlXUM
d_0VuQncczKXNaztr,Simon Abrams and Drea Clark ranked the Spheeris filmography with The Little Rascals at #1. Suburbia was vetoed twice; the episode was recorded for Skyline Indie Film Fest but released on the main feed.,https://open.spotify.com/episode/4JbbmhOgho3xYzVwg0uYAG
d_e1Mw97iodfyA13X,Frank Dietz and Frank H. Woodward ranked the best Ray Harryhausen films with Mighty Joe Young at #1. 20 Million Miles to Earth was vetoed before returning; the two Franks' expertise made this a deep dive into stop-motion history.,https://open.spotify.com/episode/79eHnJd0AybiPGdQ8HTenS
d_IrSNT5ifZm4gQws,"Scott Beck, Bryan Woods, Jonathan Baker, and Josh Baker ranked 14 Shyamalan films with Unbreakable at #1. Signs was vetoed by Josh Baker before being rescued by Bryan Woods via override; the four drafters were the Haunt and Stopmotion directors.",https://open.spotify.com/episode/0t93c0VnPuAaO1xTgHKIjr
d_ywjrI0eNAePqwLS,"Darren Franich and Bryan Cogman ranked Welles's filmography with Citizen Kane at #1. Othello was vetoed; the episode was billed as the finale of ""Auteur April"" and the first head-to-head between these two frequent guests.",https://open.spotify.com/episode/25YLdsZ9yHrAjxh8IO5pNC
d_cCvzmXKJ4SG1MLF,Graham Skipper and Jenelle Riley ranked the best space horror films with Alien at #1. Aliens was vetoed by Skipper; Clarke Wolfe served as guest co-commissioner.,https://open.spotify.com/episode/51BBMGr57Y5ODjrQNIg97C
d_S6vONfRYP8VdXTV,Alan Sepinwall and Daniel Fienberg ranked the best sports films of the 1970s with Breaking Away at #1. Breaking Away was vetoed by Fienberg before returning; the episode kicked off what became a multi-part sports series with these two drafters.,https://open.spotify.com/episode/08sNZ9JE1XN2A6a0AjMUGG
d_a1eH2TIaeU3gsTI,William Bibbiani and Liz Shannon Miller ranked the best dance films with Dirty Dancing at #1. Center Stage was vetoed; Bibbiani swept the commissioner predictions 3-0.,https://open.spotify.com/episode/5G1His6dptDHyOv7Addiw6
d_r3kNB9sYvcO2fSH,"Katey Rich, Wynter Mitchell, Kristy Puchko, and Clay Keller ranked 13 films of 1997 with Titanic at #1. Chasing Amy was vetoed; Boogie Nights had a veto overridden by Mitchell — one of the more contentious moments in the mini-Mega format.",https://open.spotify.com/episode/0XBl512gLnIjyFHFOYo5Aj
d_HT4iqILLO8lPl6m,Phil Iscove and Kenny Neibart ranked the best hotel and motel movies with The Shining at #1. No vetoes occurred; the list ranged from Barton Fink to Dirty Pretty Things.,https://open.spotify.com/episode/10qWalfwWmk5tGSKYBJUyj
d_zIQH3MTnLtaUIBu,Jason Shawhan and Billy Ray Brewton ranked the Waters filmography with Polyester at #1. Pink Flamingos was vetoed by Shawhan; Polyester was vetoed by Brewton before claiming the top spot in an unexpected #1 choice.,https://open.spotify.com/episode/52r1R9LtBMfwHRi10ViGML
d_mt1yrtjkFnDfNXJ,Mark Harris and Adam B. Vary ranked the best directorial debuts of the 1990s with Hard Eight at #1. Reservoir Dogs was vetoed; Being John Malkovich fell to another veto.,https://open.spotify.com/episode/0bjQCxaMKhyOI8C3F1pngL
d_YYTSWI2ZeLhHVez,"Chris Feil, Gavin Mevius, Luis Rendon, and Joe Reid ranked the most interesting films to receive an F CinemaScore with Solaris at #1. Mother! was vetoed twice and then overridden; Silent House was also vetoed.",https://open.spotify.com/episode/3dpTu5cPCRNFrt3HxpeSsH
d_dBOPdWcMPyPO8cg,Jordan Crucchiola and Roxana Hadadi ranked the best Ryan Gosling films with First Man at #1. The Notebook was vetoed; the list favored Gosling's more adventurous and dramatic work.,https://open.spotify.com/episode/5SSUTF2M04ziVjExzOkfNs
d_iLNmzIibJNzE7cG,"Brian Duffield and Thomas Grabinski ranked the best Soderbergh films from his post-retirement ""comeback"" period with Kimi at #1. High Flying Bird was vetoed; Kimi was vetoed twice before landing at #1. Duffield won 3-1.",https://open.spotify.com/episode/2OpeTa8WrTAV8cKru1xZbK
d_gFMG5XuceiBTEgO,"Kate Hagen and Drew McWeeny ranked films that received an X, NC-17, or Unrated rating with The Devils at #1. Irréversible was vetoed; the list featured The Cook the Thief His Wife and Her Lover, Y Tu Mamá También, and Pink Flamingos.",https://open.spotify.com/episode/46eWlJZfX60hoGPtYCRhb0
d_SKicR55414EGBjC,Bryan Cogman and John Bradley ranked the best Beatles films with A Hard Day's Night at #1. A Hard Day's Night was initially vetoed before landing at #1; John Bradley (of Game of Thrones) made his Screen Drafts debut.,https://open.spotify.com/episode/4qVuyEKFlAhBGOZEMFpAdH
d_L6cX6N79T5WOc3l,"Alonso Duralde, Dory Benford, Rachel Wagner, and Daniel Thompson ranked 12 Hallmark Christmas films with A Very Merry Mix-Up at #1. Multiple vetoes occurred and A Very Merry Mix-Up's veto was overridden — a rare example of a Hallmark film generating genuine controversy.",https://open.spotify.com/episode/5DbVpSRopsCp8LeuMnzsgJ
d_goRhrYi7mHlYueo,Joanna Robinson and Bryan Cogman ranked the best Agatha Christie adaptations with Death on the Nile (1978) at #1. The episode featured Christie's full range from classic BBC productions to contemporary films; Cogman won 3-1.,https://open.spotify.com/episode/1A0AGvcVnQPtGy3V9v4roX
d_KoZV7lfxDkstp6l,"Marc Bernardin, Jacqueline Coley, and Kevin Avery ranked 11 Denzel Washington films with Fences at #1. Man on Fire was vetoed twice; Inside Man fell to another veto.",https://open.spotify.com/episode/1y3iwcbDeGVWSMD22fhNwl
d_gOBd9Y1TMe9WDsc,Maureen Lee Lenker and Oriana Nudo ranked the best films that were their director's final work with Imitation of Life at #1. Lenker won 3-0; the list included Eyes Wide Shut and Three Colours: Red.,https://open.spotify.com/episode/0xLpH3NiWl7JZ1fytMI5Bh
d_uAKXLjO9BT1YV2C,Scott Reynolds and Blake Masters ranked the Peckinpah filmography with The Wild Bunch at #1. The Ballad of Cable Hogue was vetoed; Masters won 3-0.,https://open.spotify.com/episode/3ryEpLTi4k78XjlUdUb5UB
d_3EW35K0YcZGX5Ue,Lucé Tomlin-Brenner and Ryan Marker ranked the best Varda films with One Sings the Other Doesn't at #1. One Sings the Other Doesn't was vetoed by Marker before he reselected it; the episode honored Varda's entire career from Cléo from 5 to 7 to her final works.,https://open.spotify.com/episode/3wXATKzWelIRWPTZMZW9sg
