"id","imdb_id","title","year","plot","image","release_date","youtube_trailer_url"
"117a9d26-15aa-4cec-954f-c56ced41994e",tt0078763,Camera Buff,"1979",An ordinary factory worker buys a camera on the occasion of the birth of his child. The authorities order him to make documentaries about the factory's success. But his endeavor to be truthful leads him to opposition against censorship.,https://m.media-amazon.com/images/M/MV5BYTBjYjgxYjktY2UzMS00MDEwLTgyZTUtY2U5OWY3ZDBiMWYyXkEyXkFqcGc@._V1_Ratio0.7046_AL_.jpg,"2/14/1980",https://www.imdb.com/video/imdb/vi3289432857/imdb/embed
"118efe02-c901-4a06-8b40-4bec36fbb7ef",tt0077838,The Last Waltz,"1978",A film account and presentation of the final concert of The Band.,https://m.media-amazon.com/images/M/MV5BYWE3MjEzNjgtNzE2OC00ZTQwLWFhYjUtNDQ4ZWJhYTFmMzYzXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"4/26/1978",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi698680601//imdb/embed
"118f1a4a-5423-4f96-944d-6c1d378d0ead",tt0473308,Waitress,"2007","Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",https://m.media-amazon.com/images/M/MV5BM2M0ZTNlZDAtMmQ0Zi00NGZjLWE4YzAtZDM3NTcxOTcxZDM0XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"5/25/2007",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi2902130969//imdb/embed
"1199eed2-c575-41b7-a999-b9aebac84361",tt0082766,Mommie Dearest,"1981","The abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother, screen queen Joan Crawford, is depicted.",https://m.media-amazon.com/images/M/MV5BZTFkZjg1N2ItNDQxMS00MTNkLWE0MzgtNTU2MjJkNGI2ZTc0XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"9/25/1981",https://www.imdb.com/video/imdb/vi50511385/imdb/embed
"11a37dd0-5e45-4089-9f23-2b3fdd7273ea",tt0090567,"52 Pick-Up","1986","A secret extramarital fling between successful Los Angeles construction magnate Harry Mitchell and his stripper mistress Cini leads to three strangers blackmailing him for a six-figure sum, followed by burglary, theft, and Cini's murder.",https://m.media-amazon.com/images/M/MV5BNjgwZmZkYzEtZThjOC00YThmLTgxZDMtNjYyZThiZjEyNWE4XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"11/7/1986",https://www.imdb.com/video/imdb/vi1769782809/imdb/embed
"11f739ac-a0b3-4b33-9b07-d5547986c3ec",tt0068455,Dealing: Or The Berkeley-to-Boston Forty-Brick Lost-Bag Blues,"1972",A cocky Harvard graduate transports a load of marijuana from Berkeley to Boston. His girlfriend gets busted with the second load. He and a friend go against a dirty cop and a Cuban gangster to get the load and the girl back.,https://m.media-amazon.com/images/M/MV5BNzcyYmY5NDAtNTliNC00NDU1LTg3ZDItMThiZDhjZWZkMzM5XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"2/1/1973",
"12283d7b-e42d-4ec9-aa7d-69699ccd4cf9",tt0372784,Batman Begins,"2005","After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/15/2005",https://www.imdb.com/video/imdb/vi362988313/imdb/embed
"122b1d60-fbfa-44f9-b4ca-ea28c6208101",tt0068309,Boxcar Bertha,"1972","During the Great Depression, a union leader and a young woman become criminals to exact revenge on the management of a railroad.",https://m.media-amazon.com/images/M/MV5BOGQ3NmViYzEtOTIwMS00YmRlLWI0YWQtZTFmZjVlNWI0M2JlXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/14/1972",https://www.imdb.com/video/imdb/vi4036805401/imdb/embed
"124ee42e-c95b-4b7f-b8e8-3a514306053a",tt0084602,Rocky III,"1982","Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion.",https://m.media-amazon.com/images/M/MV5BNDYzNDQ3Y2MtODc1Zi00ZTBkLWIzZWUtOGY0NGZmYWZhMWQ5XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"5/28/1982",https://www.imdb.com/video/imdb/vi3464012825/imdb/embed
"127b1971-6329-49d0-822d-a734377a694a",tt1193631,Step Up 3D,"2010",A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.,https://m.media-amazon.com/images/M/MV5BMTcxNDU2NTE4Nl5BMl5BanBnXkFtZTcwNzQ1MTEzMw@@._V1_Ratio0.6762_AL_.jpg,"8/6/2010",https://www.imdb.com/video/imdb/vi2734556697/imdb/embed
"1293ef2e-a463-4ed6-a5a1-bd47704c8068",tt1502407,Halloween,"2018","Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",https://m.media-amazon.com/images/M/MV5BY2FlMzdkZTMtN2MwOS00NjQzLTlkMGYtMTRiYWUxZjM2M2ZiXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"10/19/2018",https://www.imdb.com/video/imdb/vi615692825/imdb/embed
"129e1dbf-5447-438b-8b7d-d4b298616ba2",tt7349662,BlacKkKlansman,"2018","Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events.",https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_Ratio0.6762_AL_.jpg,"8/10/2018",https://www.imdb.com/video/imdb/vi2444933657/imdb/embed
"12d3d66e-b54b-44c4-b96e-5a69fd0e2361",tt0087985,Red Dawn,"1984","It is the dawn of World War III. In the western mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",https://m.media-amazon.com/images/M/MV5BNDFhN2RlNDItMWZiMS00MzY5LTk1NzMtYzgxYTA4Y2Y2MDljXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"8/10/1984",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi1248641561//imdb/embed
"13210229-1347-41b9-aa3d-ff3fdc6d8b82",tt12618926,Parallel Mothers,"2021",The story of two mothers who bond in unexpected way after giving birth the same day.,https://m.media-amazon.com/images/M/MV5BZTE3MTU4ZjYtZDU3Yi00NTk3LWJkMzAtMTU4ZjY3NGJjZmQ1XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"10/8/2021",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi2521546777//imdb/embed
"13256b6d-a60f-415b-98fc-588574d76926",tt1294688,Last Night,"2010","The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",https://m.media-amazon.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_Ratio0.6762_AL_.jpg,"2/16/2011",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi1543216409//imdb/embed
"1337fa75-226f-4a22-b1aa-2a2a62f1dcdb",tt0066344,Scrooge,"1970","A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.",https://m.media-amazon.com/images/M/MV5BNDMxM2M1Y2QtNTVhZi00ODRhLTgxOTItMTBjNDg5ZjIyZTRkXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"12/17/1971",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi993378585//imdb/embed
"1343f345-346a-4fc6-9493-c37271b71c37",tt0094074,Superman IV: The Quest for Peace,"1987","With the world on the brink of a nuclear war, Superman takes it upon himself to destroy all nuclear weapons. However, Lex Luthor creates Nuclear Man, a force strong enough to take down Superman.",https://m.media-amazon.com/images/M/MV5BZjhkODhlYjEtMDEyZS00YjZmLWJjMDctZGI3MGJiNDEyNTE2XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"7/24/1987",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi3337990681//imdb/embed
"134b431d-af2a-4732-aae2-9245bec9a825",tt0069920,Torso,"1973","When the University of Perugia is rocked by a string of murders committed with red-and-black scarves, four co-eds retreat to a countryside villa where the killer is closer than they think.",https://m.media-amazon.com/images/M/MV5BNGJhNmI0NGUtYjA0NC00M2EzLWEzYzQtOGNlYmI4ZTg4ZTdjXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"3/21/1975",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi137692185//imdb/embed
"13526563-3f27-4f7c-8646-f0242984defd",tt0086567,WarGames,"1983","A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.",https://m.media-amazon.com/images/M/MV5BMmM5MDlmZWUtYTE1Mi00M2JiLTk1NzYtMTg0NTdlMzM2N2RkXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/3/1983",https://www.imdb.com/video/imdb/vi4174365721/imdb/embed
"139ec459-7365-416a-8301-b03747e9e30e",tt0120866,Titus,"1999","Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.",https://m.media-amazon.com/images/M/MV5BNWUwZTY1ODAtZDY1ZS00YTJmLThkY2UtNDU1NjA4OTcxNThlXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"2/11/2000",https://www.imdb.com/video/imdb/vi2935423257/imdb/embed
"13dccac7-9b7c-4308-83c4-527a5966e7e9",tt0057263,Love with the Proper Stranger,"1963",A salesclerk at Macy's department store finds herself pregnant after a one-night stand with a musician who does not even remember her.,https://m.media-amazon.com/images/M/MV5BZjM0YmU1NzMtNTk4MC00ZDlhLWIxZmUtZmY2ODgxZTdkYmQ0XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"12/25/1963",
"13eb4b4e-0f12-4769-adf2-f47bb884d27e",tt0063356,No Way to Treat a Lady,"1968",A crafty serial killer plays a game of cat-and-mouse with a harried police detective trying to track him down.,https://m.media-amazon.com/images/M/MV5BOTBlMjU2MGQtOTk4Zi00MGRmLWFjNzAtNjc5NWRlMjQzODgyXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"3/20/1968",
"140b8939-25e0-4474-86eb-f980689099a0",tt0117058,"Mirror, Mirror","1996",Portrait of the last year of the life of famous New York drag queen Consuela Cosmetic.,https://m.media-amazon.com/images/M/MV5BMmVkOGM2OWItNzAxNS00YTI0LTk1NDctN2ViNTJiMDczNGQxXkEyXkFqcGc@._V1_Ratio2.0641_AL_.jpg,"9/13/1996",
"14250dce-b2ae-493a-ac37-07f8b89070a8",tt12680684,The Hand of God,"2021","In 1980s Naples, young Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker.",https://m.media-amazon.com/images/M/MV5BNmNlMDAxZDktY2Y5OS00ZmZmLWI0YzktMTRjNGU5ODQzOGE0XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"12/15/2021",https://www.imdb.com/video/imdb/vi3084960537/imdb/embed
"1453c9ea-82d4-4484-823f-b8300cdf3b1d",tt0259324,Ghost Rider,"2007","When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",https://m.media-amazon.com/images/M/MV5BMzIyNDE5ODI1OV5BMl5BanBnXkFtZTcwNTIyNDE0MQ@@._V1_Ratio0.6762_AL_.jpg,"2/16/2007",https://www.imdb.com/video/imdb/vi4188602649/imdb/embed
"146219b7-27af-463c-8b00-83ba956ba753",tt0069442,A Gorgeous Girl Like Me,"1972",Young sociologist Stanislas Previne is preparing a thesis on criminal women. He meets Camille Bliss in prison to interview her. Camille is accused of murdering her husband Clovis and her lover Arthur She tells Stanislas about her life and her love affairs..,https://m.media-amazon.com/images/M/MV5BMmYwMzBmNGQtYjkwYy00Y2VkLTliZGItNmMxMDdhZjYzYzFmXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"9/13/1972",https://www.imdb.com/video/imdb/vi1224852249/imdb/embed
"1462a1a0-cb07-4054-96c1-8ed6e8817e90",tt3289944,The Christmas Ornament,"2013","A widow plans to give Christmas festivities a miss, as they bring back too many memories of her late husband.",https://m.media-amazon.com/images/M/MV5BN2EyYzg4ZDMtYzAzOC00NzllLWJjYTMtZWIxMGRjZDg3YTU5XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"11/16/2013",
"14686500-cc18-4524-8789-8b6b3c713d7d",tt3748528,Rogue One: A Star Wars Story,"2016","In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_Ratio0.6762_AL_.jpg,"12/16/2016",https://www.imdb.com/video/imdb/vi3070869273/imdb/embed
"1472ba13-3421-4ac5-a8e5-dce7d3b7c315",tt0095675,Women on the Verge of a Nervous Breakdown,"1988",A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,https://m.media-amazon.com/images/M/MV5BNjBjZTg0ODktZDE1OC00Njg3LWJkZGQtYTAwOGQ1OTQ0NDg3XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"11/11/1988",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi503760153//imdb/embed
"14e3032e-6671-4286-b5c9-2d11cd3ac9c5",tt0082252,The Decline of Western Civilization,"1981","A look into the Los Angeles punk rock scene, that was largely ignored by the rock music press of the time.",https://m.media-amazon.com/images/M/MV5BMTkzOTg3MzUxMl5BMl5BanBnXkFtZTcwMDg1OTM2MQ@@._V1_Ratio0.6762_AL_.jpg,"1981",https://www.imdb.com/video/imdb/vi673497881/imdb/embed
"14feb4a3-b235-4e1c-b6d7-0472d014d01e",tt0082933,Possession,"1981",A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.,https://m.media-amazon.com/images/M/MV5BMTAzNjczNmItMGJkMS00YzVhLTg4NzEtOGQyYWUzNDA0ZmNlXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"10/28/1983",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi3084305689//imdb/embed
"151909c3-a71d-4bd0-bb4a-094a34c8c282",tt0094226,The Untouchables,"1987","During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",https://m.media-amazon.com/images/M/MV5BYjVlNTk3NGYtOWE0OC00MDI4LThlZWItZGMwMTdmYzcwM2Y5XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/3/1987",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi1450115097//imdb/embed
"151ac440-26ef-4320-a12c-e884a5f3b9ce",tt0884328,The Mist,"2007","After a massive thunderstorm, an eerie, unwavering fog descends upon a Maine community. Locals seek refuge in a grocery store from the monstrous creatures now roaming the countryside killing everyone they encounter.",https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_Ratio0.6833_AL_.jpg,"11/21/2007",https://www.imdb.com/video/imdb/vi2729509145/imdb/embed
"151b8171-7747-4eb4-bf26-40e2ca5f396f",tt0079583,Mr. Mike's Mondo Video,"1979","Michael O'Donoghue's parody of A Dog's Life (1962) showcases curious performers, strange musicians, celebrity mutations and unusual short films, including Electrocuting an Elephant (1903).",https://m.media-amazon.com/images/M/MV5BYTJiMTYwNmYtN2U5MS00YmVhLWEwMzUtYjhkNDgyYWY0MWNiXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"9/21/1979",https://www.imdb.com/video/imdb/vi1896591641/imdb/embed
"1540ac69-ab2c-4bd3-a7dd-30b9b1c101cf",tt1311067,Halloween II,"2009","Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister.",https://m.media-amazon.com/images/M/MV5BMjE2OTEzODI0NF5BMl5BanBnXkFtZTcwMTE4MTY2Mg@@._V1_Ratio0.6762_AL_.jpg,"8/28/2009",https://www.imdb.com/video/imdb/vi2514879001/imdb/embed
"154e5750-0ff1-44e1-822f-6b91f14b82f4",tt0083511,"48 Hrs.","1982",A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,https://m.media-amazon.com/images/M/MV5BZGQwMzQ1NjItMWU0YS00ZDc0LThlYzUtMDgzOTIzN2QwZTJmXkEyXkFqcGc@._V1_Ratio0.6833_AL_.jpg,"12/8/1982",https://www.imdb.com/video/imdb/vi184663577/imdb/embed
"1574f471-4085-479c-b7e7-97cd2e56b25f",tt0307987,Bad Santa,"2003",A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,https://m.media-amazon.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1_Ratio0.6762_AL_.jpg,"11/26/2003",https://www.imdb.com/video/imdb/vi3375209497/imdb/embed
"15a1a0ce-860f-47d4-ae63-3d836e0a02aa",tt0073802,Three Days of the Condor,"1975","A bookish CIA researcher in Manhattan finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",https://m.media-amazon.com/images/M/MV5BYjQ1NjlkZTMtNTkyZS00YmY3LWJmMzctMTgxNmE4NTFkNDViXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"9/25/1975",https://www.imdb.com/video/imdb/vi721796633/imdb/embed
"15b4f599-26d7-4904-a365-2dd6ce4bed39",tt0099785,Home Alone,"1990","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",https://m.media-amazon.com/images/M/MV5BNzNmNmQ2ZDEtMTc1MS00NjNiLThlMGUtZmQxNTg1Nzg5NWMzXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"11/16/1990",https://www.imdb.com/video/imdb/vi490651929/imdb/embed
"15bf7b1a-fe37-4135-a672-bfcc55a71d1f",tt0458352,The Devil Wears Prada,"2006","With an aspiration to become a journalist, Andy, a smart but sensible young graduate, travels to New York. She starts working as an assistant to one of the city's biggest high fashion magazine editors, the cynical Miranda Priestly.",https://m.media-amazon.com/images/M/MV5BOWM3NTI3YWEtYjJmMy00M2U5LWI1NzEtZWM3ZDY2ZWNjOGRiXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/30/2006",https://www.imdb.com/video/imdb/vi1425080601/imdb/embed
"15c366bd-63a0-449e-a294-bea9c719e26a",tt0035883,First Comes Courage,"1943","Nicole Larsen is detested by her countrymen because they suspect she is collaborating with the occupying Germans. In reality she is working for the Norwegian underground, risking her life passing secrets to the resistance fighters.",https://m.media-amazon.com/images/M/MV5BNmMwY2I1NDEtNmEzMC00OWFmLTgxZWEtODFkYjBhMzczMTk4XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"7/29/1943",
"15c71793-954d-4ad0-86c5-71c77023d9d1",tt8425034,Bit,"2019","A transgender teenage girl on summer vacation in Los Angeles fights to survive after she falls in with four queer feminist vampires, who try to rid the city's streets of predatory men.",https://m.media-amazon.com/images/M/MV5BNjg1NGY5NjItYTU3My00NzdkLWFkOGQtNDFkNzc4NGVkMDIwXkEyXkFqcGc@._V1_Ratio0.8043_AL_.jpg,"4/24/2020",https://www.imdb.com/video/imdb/vi479380249/imdb/embed
"15db471b-c216-47bf-8794-987463519282",tt7772582,Never Rarely Sometimes Always,"2020",A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.,https://m.media-amazon.com/images/M/MV5BMjI4ZDA4NDgtNDlkNS00MDEzLWEzNTMtZDJjMGRkNzg3MjE4XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"4/3/2020",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi379698713//imdb/embed
"1614ce92-8f6b-4e5b-8643-735475892bca",tt0276751,About a Boy,"2002","Will, who attends single parent meetings to woo women, meets Marcus, a troubled 12-year-old boy. As they become friends, Will learns to be responsible while he helps Marcus with his studies.",https://m.media-amazon.com/images/M/MV5BMTQ2Mzg4MDAzNV5BMl5BanBnXkFtZTgwMjcxNTYxMTE@._V1_Ratio0.6762_AL_.jpg,"5/17/2002",https://www.imdb.com/video/imdb/vi868599065/imdb/embed
"1615ae00-949e-4ada-b3f7-b41b9e948610",tt0337636,Hellraiser: Deader,"2005",A journalist uncovers an underground group who can bring back the dead and slowly becomes drawn into their world.,https://m.media-amazon.com/images/M/MV5BYzBiZDU3MWEtODM2Yy00MDQxLTkxNjMtNWI0YWRkNGNiNDU1XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/7/2005",https://www.imdb.com/video/imdb/vi1173331481/imdb/embed
"164716d5-abc4-49d9-8305-2baf9ae57337",tt10264444,Amarcord,"2019","A documentary about the infamous Amarcord Dungeon in Tokyo, a secret underground location where women make the rules.",https://m.media-amazon.com/images/M/MV5BNmM4NWRmMWMtNWY4Yi00NzBmLTkzOWItYjNmODg1MjZmYjQ0XkEyXkFqcGc@._V1_Ratio0.8043_AL_.jpg,"2019",
"1648c79c-46b9-4e87-bb89-a3bf1c4f00b3",tt0387564,Saw,"2004","Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other or face consequences. These two are the latest victims of the Jigsaw Killer.",https://m.media-amazon.com/images/M/MV5BZTE5MzFlMTktMzBkOC00ZjMxLThmOTAtOGU3ZGEwZGRlNDdjXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"10/29/2004",https://www.imdb.com/video/imdb/vi8957721/imdb/embed
"16528063-3c43-4e5d-b461-c11fa10d79a2",tt13651794,May December,"2023","Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under pressure when an actress arrives to do research for a film about their past.",https://m.media-amazon.com/images/M/MV5BMjA0ODViOWUtYzFjYy00ZDZlLWFlMmMtMjU2NzFmNWNlZmFhXkEyXkFqcGc@._V1_Ratio0.8043_AL_.jpg,"12/1/2023",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi752207641//imdb/embed
"16607399-2499-488e-9976-fdb2bc05821b",tt12402658,Sugar,"2022","Two influencers find themselves on a luxury cruise through the Caribbean and South Pacific. But as the mirage of their online personas starts clashing with their real-life ambitions, a battle of wills threatens to tear them apart.",https://m.media-amazon.com/images/M/MV5BNDk5ZmM5NTEtYjBlMC00MjE0LTg3Y2YtM2NhM2JiOWZhMWVjXkEyXkFqcGc@._V1_Ratio0.8043_AL_.jpg,"6/4/2023",https://www.imdb.com/video/imdb/vi4198810649/imdb/embed
"166f4143-f8e3-4733-83fa-ac0827c07a55",tt8009428,Hustle,"2022",A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,https://m.media-amazon.com/images/M/MV5BMzA4ODRlMjktMDEyNS00NTg5LWEwYTAtNTExODI1ZDE2ZmYwXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"6/8/2022",https://www.imdb.com/video/imdb/vi1032176153/imdb/embed
"169036d3-605e-4b15-b966-3e003ad4c29a",tt0335245,The Ladykillers,"2004","An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.",https://m.media-amazon.com/images/M/MV5BMTYwNjUxMTYzM15BMl5BanBnXkFtZTYwNjgwMjY3._V1_Ratio0.6762_AL_.jpg,"3/26/2004",https://www.imdb.com/video/imdb/vi2764112153/imdb/embed
"16962fbd-6bf7-4a1b-9082-d7e0b1018b99",tt0102685,Point Break,"1991",An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,https://m.media-amazon.com/images/M/MV5BNTI3YzY3N2MtODI1OC00NmU0LThlMDYtNmFjMGFkNzhhNTRlXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"7/12/1991",https://www.imdb.com/video/imdb/vi3766485273/imdb/embed
"16beaa1a-a753-4f1c-8b8e-38d2903899e5",tt0114011,Now and Then,"1995",Four childhood friends gather together to prepare for the birth of Chrissey's baby. They wonder how the girls they were at 12 years could possibly have become the women they are now.,https://m.media-amazon.com/images/M/MV5BZjg1Zjg4NjItNDk1My00ZTEwLWJkZjMtOGZiNmE2OTQ1NTI4XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"10/20/1995",https://www.imdb.com/video/imdb/vi2326659353/imdb/embed
"16c9ae92-b334-4b89-9df1-4b3dadfe0384",tt0264616,Frailty,"2001","A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to destroy people who were in fact ""demons.""",https://m.media-amazon.com/images/M/MV5BM2MyMWVjNGYtZmRkOC00ZWI4LWI2OWEtYzY3YjNiZjgwNGFkXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"4/12/2002",
"16df4248-44da-4c79-8690-e87285c4f5b7",tt0443496,Edmond,"2005",A fortune-teller's teasing rumination sends Edmond Burke lurching into New York City's hellish underworld.,https://m.media-amazon.com/images/M/MV5BZWQ1NDA1NDgtZTdlMi00NjM1LWI2NjgtMjExOTVlMjU4MGIyXkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"11/24/2006",https://www.imdb.com/video/imdb/vi3987521049/imdb/embed
"16ef28d3-f92f-49a7-a6e8-7c968fdb52ee",tt0154421,The Idiots,"1998","The group of people gather at the house in Copenhagen suburb to break all the limitations and to bring out the ""inner idiot"" in themselves.",https://m.media-amazon.com/images/M/MV5BZDE3MTA1YWYtYjUzNS00OTM2LTg5MTctNjE3MmYyMzEwMmQ5XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"5/20/1998",https://www.imdb.com/video/imdb/vi2358116633/imdb/embed
"1706686e-318e-4cea-a5de-12ad087324d3",tt0096071,The Serpent and the Rainbow,"1988",An anthropologist goes to Haiti to research a drug that makes someone appear dead by suspending all vital signs.,https://m.media-amazon.com/images/M/MV5BMDhhMzYyMjQtODUxYS00ZGVhLWFmMTYtOTBiZDljNjkyYTk2XkEyXkFqcGc@._V1_Ratio0.6762_AL_.jpg,"2/5/1988",https://www.imdb.com/video/imdb/https://www.imdb.com/video/vi3782412057//imdb/embed
"176358b9-896b-4cc9-8c20-34a2913ede8b",tt0100157,Misery,"1990","After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_Ratio0.6762_AL_.jpg,"11/30/1990",https://www.imdb.com/video/imdb/vi3263805977/imdb/embed
"1773715c-285f-4aca-861d-239b27e833b7",tt0048198,I Live in Fear,"1955",An aging Japanese industrialist becomes so fearful of nuclear war that it begins to take a toll on his life and family.,https://m.media-amazon.com/images/M/MV5BNDgwNzk0NjItYzUyNS00ODI2LWFhM2MtZTRhOGQ3YjAyM2Q1XkEyXkFqcGc@._V1_Ratio0.7117_AL_.jpg,"1/25/1967",
