title,imdb_id
The Social Network,tt1285016
The Soft Skin,
The Sound of Music,tt0059742
The Souvenir,tt6920356
The Souvenir: Part II,tt6992978
The Spanish Prisoner,tt0120176
The Spy Who Came in from the Cold,tt0059749
The Spy Who Dumped Me,tt6663582
The Spy Who Loved Me,tt0076752
The Stepford Wives,tt0327162
The Sting,tt0070735
The Story of Adèle H.,
The Story of Robin Hood and His Merrie Men,tt0045197
The Straight Story,
The Strangers,
The Sugarland Express,tt0072226
The Sure Thing,tt0090103
The Sword in the Stone,tt0057546
The Talented Mr. Ripley,tt0134119
The Taming of the Shrew,tt0061407
The Taste of Things,
The Telephone Book,
The Ten,tt0811106
The Ten Commandments,tt0049833
The Terminal,tt0362227
The Terminal Man,
The Terminator,tt0088247
The Texas Chainsaw Massacre,tt0324216
The Texas Chainsaw Massacre 2,tt0092076
The Thin Man,tt0025878
The Thin Red Line,
The Thing,tt0084787
The Thing (2011),
The Thing Called Love,
The Thirteenth Year,tt0200208
The Times of Harvey Milk,tt0088275
The Tin Drum,
The Town that Dreaded Sundown,tt2561546
The Train,tt0059825
The Tree of Life,tt0478304
The Trial of the Chicago 7,
The Trouble with Harry,
The Truman Show,tt0120382
The Trust,tt3733774
The Turning,tt7510346
The TV Set,tt0473709
The Twilight Saga: Breaking Dawn - Part 2,tt1673434
The Two Faces of January,
The Unbearable Lightness of Being,
The Unbearable Weight of Massive Talent,
The Untouchables,tt0094226
The Usual Suspects,tt0114814
The Valley of Gwangi,tt0065163
The Vampire Lovers,
The Verdict,tt0084855
The Village,tt0368447
The Villainess,tt6777338
The Virgin Spring,tt0053976
The Virgin Suicides,tt0159097
The Visit,tt3567288
The Warriors,tt0080120
The Watermelon Woman,tt0118125
The Whole Nine Yards,tt0190138
The Wicker Man,tt0070917
The Wicker Man (2006),
The Wild and Wonderful Whites of West Virginia,tt1396227
The Wild Bunch,tt0065214
The Wild Child,
The Witch,tt4263482
The Wizard,tt0098663
The Wizard of Oz,tt0032138
The Wolf Man,tt0034398
The Wolf of Wall Street,tt0993846
The Wolverine,tt1430132
The Woman King,tt8093700
The Woman Next Door,
The Women,
The Wonderful Ice Cream Suit,tt0129634
The World is Not Enough,tt0143145
The Worst Person in the World,tt10370710
The Wrestler,tt1125849
The Wrong Man,
The Young Girls of Rochefort,tt0062873
The Zone of Interest,
Theatre of Blood,
Theif,
Thelma,
Thelma & Louise,
There Will Be Blood,tt0469494
They Live,tt0096256
Thief,tt0083190
Thirst,
This Is Spinal Tap,tt0088258
This Property Is Condemned,tt0061089
Thor,tt0800369
Thor: Love and Thunder,tt10648342
Thor: Ragnarok,tt3501632
Thor: The Dark World,tt1981115
Three Colours: Blue,
Three Colours: Red,
Three Days of the Condor,tt0073802
Three Identical Strangers,tt7664504
Three Kings,tt0120188
Three O’Clock High,
Throne of Blood,tt0050613
Thumbelina,
Thunderball,tt0059800
THX 1138,tt0066434
"Tick, Tick... Boom!",tt8721424
Tigerland,tt0170691
Tigers Are Not Afraid,tt27566554
Time,tt11416746
Time of the Wolf,tt0307568
Timecop,tt0111438
Timecrimes,tt0480669
Timeline,
Tin Cup,
Titan A.E.,
Titanic,tt0120338
Titus,tt0120866
To Catch a Thief,
To Kill a Mockingbird,tt0056592
To the Devil a Daughter,
"To Wong Foo, Thanks for Everything! Julie Newmar",tt0114682
Tokyo Gore Police,tt1183732
Tomb Raider,tt1365519
Tombstone,tt0108358
Tommy,tt0073812
Tommy Boy,tt0114694
Tomorrow Never Dies,tt0120347
Tongues Untied,tt0103099
Toni Erdmann,tt4048272
Toolbox Murders,
Top Gun,tt0092099
Top Gun: Maverick,
Torn Curtain,
Torso,tt0069920
Total Recall,tt0100802
Touch,
Touch of Evil,tt0052311
Touchy Feely,
Tough Guys Don't Dance,
Toy Story,tt0114709
Toy Story 2,tt0120363
Toy Story 3,tt0435761
Toy Story 4,tt1979376
Trading Christmas,tt2008491
Trading Places,tt0086465
Trances (Morocco),
Transformers,tt0418279
Treasure Island,tt0025907
Tremors,tt0100814
Tremors 2: Aftershocks,
Tremors 3: Back to Perfection,tt0259685
Tremors 4: The Legend Begins,tt0334541
Tremors 5: Bloodlines,tt4180514
Tremors: A Cold Day in Hell,tt6086082
Tremors: Shrieker Island,tt8322060
Triangle,tt1187064
Triangle of Sadness,tt7322224
Trick ’r Treat,
Trick or Treat,tt0092112
Tromeo & Juliet,
Tron,tt0084827
Trouble Every Day,
True Grit,tt1403865
True History of the Kelly Gang,tt4844140
True Lies,tt0111503
True Romance,tt0108399
Tucker: The Man and His Dream,
Tuesday,
Twelfth Night,tt0117991
Twilight,
Twin Peaks: Fire Walk with Me,tt0105665
Twins of Evil,
Twister,tt0117998
Two English Girls,
Two for the Road,tt0062407
Two Turtle Doves,tt10493490
U.S. Marshals,tt0120873
Ulzana’s Raid,
Unbreakable,tt0217869
Uncut Gems,
Under Capricorn,
Under the Skin,tt1441395
Underground,tt0114787
Underwater,tt5774060
Unforgiven,tt0105695
Unfriended,tt3713166
Unfriended: Dark Web,
Unlawful Entry,tt0105699
Unsane,tt7153766
Unstoppable,tt0477080
Up,tt1049413
Up in the Air,tt1193138
Urban Legend,tt0146336
Urban Legends: Final Cut,tt0192731
Us,tt6857112
V for Vendetta,
V/H/S/2,
Vacation,tt1524930
Vagabond,tt8523042
Valley Girl,tt0086525
Vampire's Kiss,tt0098577
Velvet Goldmine,
Veronica Guerin,
Vertigo,
Victor/Victoria,tt0084865
Village of the Damned (1960),
Visiting Hours,tt0083296
Volver,tt0441909
Vox Lux,tt5960374
Wait Until Dark,tt0062467
Waiting to Exhale,tt0114885
Waitress,tt0473308
Wake in Fright,
Walk Hard: The Dewey Cox Story,
Walking on Sunshine,tt2107861
WALL-E,
WandaVision,tt9140560
War for the Planet of the Apes,
War Horse,tt1568911
War of the God Monsters,tt19633092
War of the Worlds,tt0407304
WarGames,tt0086567
Wasp Network,tt6760876
Waves,tt8652728
Wayne's World,tt0105793
We Go Way Back,
We Were Soldiers,
Weekend,tt1714210
Wendy and Lucy,tt1152850
We're All Going to the World's Fair,
We're No Angels,tt0098625
Werewolf by Night,tt15318872
Werewolf of London,tt0027194
Wes Craven’s New Nightmare,
West Side Story,tt0055614
Westworld,
Wet Hot American Summer,tt0243655
What a Way to Go!,tt0058743
What If...?,
What's Love Got to Do with It,
When the Wind Blows,tt0090315
When We Were Kings,
Where the Red Fern Grows,tt0072402
White Christmas,tt0047673
White God,tt2844798
White Men Can't Jump,tt0105812
White Palace,tt0103251
Who Framed Roger Rabbit,tt0096438
Who's That Knocking at My Door,
Why Did I Get Married?,tt0906108
Wide Awake,tt0120510
Widows,tt4218572
Wild at Heart,tt0100935
Wild Things,tt0120890
Wildlife,tt5929754
Willard,tt0310357
Willow,tt0096446
Winchester '73,tt0043137
Window Wonderland,tt2994382
Winter's Child,tt0097278
Without Limits,
Witness,tt0090329
Witness for the Prosecution,tt0051201
Wizards,
Wolf Creek,tt0416315
Women on the Verge of a Nervous Breakdown,tt0095675
Women Talking,tt13669038
Working Girl,tt0096463
World's Greatest Dad,tt1262981
Wuthering Heights,
X2,
Xanadu,tt0081777
X-Men,tt0120903
X-Men Origins: Wolverine,tt0458525
X-Men: Apocalypse,tt3385516
X-Men: Days of Future Past,tt1877832
X-Men: First Class,tt1270798
X-Men: The Last Stand,tt0376994
xXx,tt0295701
Y Tu Mamá También,tt0245574
Yellow Submarine,tt0063823
Yojimbo,tt0055630
You Can Count on Me,tt0203230
You Only Live Twice,tt0062512
Young Adult,tt1625346
Young and Innocent,
Young Frankenstein,tt0072431
Young Guns,tt0096487
Young Mr. Lincoln,
Young@Heart,
Your Sister's Sister,
You're a Big Boy Now,
You're Next,tt1853739
Youth Without Youth,
You've Got Mail,
Zack Snyder's Justice League,tt12361974
Zandalee,tt0101004
Zenon: Girl of the 21st Century,tt0186726
Zero Day,tt0365960
Zodiac,tt0443706
Zola,tt5439812
Zombie Flesh Eaters,
Zombieland,tt1156398
